name,long,lat
Acanthemblemaria aspera,-82.77866,24.72774
Acanthemblemaria aspera,-82.94611,24.60068
Acanthemblemaria aspera,-82.97684,24.57175
Acanthemblemaria aspera,-82.83918,24.64307
Acanthemblemaria aspera,-82.96977,24.5932
Acanthemblemaria aspera,-82.841,24.63955
Acanthemblemaria aspera,-83.0189,24.64974
Acanthemblemaria aspera,-83.04751,24.69762
Acanthemblemaria paula,-88.08,16.79
Acanthemblemaria paula,-88.0881,16.7494
Acanthemblemaria paula,-88.08,16.8
Acanthemblemaria paula,-88.065,16.781667
Acanthemblemaria paula,-88.065,16.781667
Acanthemblemaria paula,-88.065,16.781667
Acanthemblemaria paula,-88.067,16.783
Acanthemblemaria paula,-88.0667,16.7833
Acanthemblemaria paula,-88,17
Acanthemblemaria paula,-88,17
Acanthemblemaria paula,-87.929146,17.950204
Acanthemblemaria paula,-88.082241,16.801938
Acanthemblemaria paula,-88.081425,16.802431
Acanthemblemaria paula,-87.784865,16.753911
Acanthemblemaria paula,-88.038397,17.386077
Acanthemblemaria paula,-88.038397,17.386077
Acanthemblemaria paula,-88.081425,16.802431
Acanthemblemaria paula,-88.08265,16.801866
Acanthemblemaria paula,-88.081425,16.802431
Acanthemblemaria paula,-88.05,16.518791
Acanthemblemaria paula,-88.05,16.518791
Acanthemblemaria paula,-87.78799,16.758506
Acanthemblemaria medusa,-60.846,11.1861
Acanthemblemaria medusa,-60.846,11.1861
Acanthemblemaria medusa,-60.5496,11.3217
Acanthemblemaria medusa,-63.11,11.36
Acanthemblemaria medusa,-68.299123,12.178001
Acanthemblemaria medusa,-68.299123,12.178001
Acanthemblemaria medusa,-68.299123,12.178001
Acanthemblemaria medusa,-60.825,11.1867
Acanthemblemaria medusa,-60.5575,11.3206
Acanthemblemaria medusa,-60.52,11.3144
Acanthemblemaria medusa,-60.5517,11.3189
Acanthemblemaria medusa,-60.5517,11.3189
Acanthemblemaria medusa,-60.5067,11.3067
Acanthemblemaria medusa,-60.5508,11.3353
Acanthemblemaria medusa,-60.5294,11.3561
Acanthemblemaria medusa,-60.5294,11.3561
Acanthemblemaria medusa,-60.5017,11.3056
Acanthemblemaria medusa,-60.5017,11.3056
Acanthemblemaria medusa,-60.825,11.1867
Acanthemblemaria medusa,-60.6294,11.3039
Acanthemblemaria medusa,-60.5494,11.3256
Acanthemblemaria medusa,-60.896667,14.42
Acanthemblemaria medusa,-61.2,13.25
Acanthemblemaria medusa,-61.383553,12.541566
Acanthemblemaria medusa,-66.896255,11.80104
